Product Id,Variant Id,Handle,Title,Body (Html),Vendor,Type,Tags,Published,Option Fulfill Value,Custom Option,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant Sku,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,Google Shopping / Mpn,Google Shopping / Age Group,Google Shopping / Gender,Google Shopping / Google Product Category,Seo Title,Seo Description,Google Shopping / Adwords Grouping,Google Shopping / Adwords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost Per Item,Available On Listing Pages,Available On Sitemap Files,Template,Shipping Profile Name,Variant Tag,Facebook Pixel Id,Facebook Access Token,Product Stock Status,Shipping Fee,Base Cost Variant
,,Divya-Hazrulyahud-Bhasma,Divya Hazrulyahud Bhasma5 g            ,"<b>Product Information</b>Hazrulyahud bhasma cures kidney or urethral stones, urinary discomfort and burning sensation. Kidney stones are a result of unhealthy diet, sedentary lifestyle and improper cleansing of the body. Hajrul yahud bhasma is made from herbal combination which can dissolve the stones gradually. It gives you immediate relief from urinary discomfort. It is a highly potent medicine with no side effects. Hazrulyahud bhasma helps detoxify your system, reduces abdominal pain and burning sensation and removes kidney stones without surgery.

<b>Benefits</b>
<b>Ingredients</b>
<b>How to use</b>
<b>Other Product Info</b>",Patanjali,,,TRUE,,[],Size,5 g,,,,,,,,,continue,manual,0,0,true,TRUE,,https://www.patanjaliayurved.net/assets/product_images/400x300/1626413013400x300.jpg,,Divya Hazrulyahud Bhasma5 g            ,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,
,,Divya-Shuddhi-Churna,Divya Shuddhi Churna100 g            ,"<b>Product Information</b>Divya shuddhi churna is an ayurvedic medicine that is primarily used for the treatment of indigestion and useful in constipation, flatulence, loss of appetite etc.
<b>Benefits</b>
<b>Ingredients</b>
<b>How to use</b>
<b>Other Product Info</b>",Patanjali,,,TRUE,,[],Size,100 g,,,,,,,,,continue,manual,0,0,true,TRUE,,https://www.patanjaliayurved.net/assets/product_images/400x300/1539148741shuddhichuran400-300.png,,Divya Shuddhi Churna100 g            ,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,
,,Divya-Yograj-Guggul,Divya Yograj Guggul20 g            ,"<b>Product Information</b>Number of Tablets- 40 (500mg)
<b>Benefits</b>
<b>Ingredients</b>
<b>How to use</b>
<b>Other Product Info</b>Best before 5 years from manufacturing date.",Patanjali,,,TRUE,,[],Size,20 g,,,,,,,,,continue,manual,0,0,true,TRUE,,https://www.patanjaliayurved.net/assets/product_images/400x300/1505298194400 x  300 Yograj Guggul 40 tab.png,,Divya Yograj Guggul20 g            ,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,
,,Divya-Dashmularishta,Divya Dashmularishta450 ml            ,"<b>Product Information</b>Dashmularishta is a potent formulation for women. It combines the goodness of dashmool with other herbs and natural extracts. Dashmularishta cures post-partum and uterine infections, general weakness in women and resolves lactation issues. It eliminates bacteria from your system, boosts immunity and gives strength. Dashmularishta is enriched in natural vitamins and minerals which helps you recuperate fast and increases lactation. 

Experience the wholesomeness of Ayurvedic healing in your life with Dashmularishta. 
<b>Benefits</b>
<b>Ingredients</b>Dashmool,Draksa (Vitis vinifera), Bilva (Aegle marmelos), Syonaka (Oroxylumindicum), Kantakari  (Solanum xanthocarpum), Haritaki (Terminalia chebula), Guda etc.
<b>How to use</b>
<b>Other Product Info</b>",Patanjali,,,TRUE,,[],Size,450 ml,,,,,,,,,continue,manual,0,0,true,TRUE,,https://www.patanjaliayurved.net/assets/product_images/400x300/400x300Dashmularishta(L).png,,Divya Dashmularishta450 ml            ,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,
,,Divya-Mahamanjisthadi-Kwath-(Pravahi)-450-Ml,Divya Mahamanjisthadi Kwath (Pravahi) 450 Ml450 ml            ,"<b>Product Information</b>Mahamanjisthadi Kwath Pravahi is a potent detoxifying medicine that cleanses the blood, cures inflammations, brings glow to skin, prevents infection and skin ailments. Mahamanjisthadi Kwath Pravahi is prepared from natural herbal extracts and has no side effects. 


<b>Benefits</b>
<b>Ingredients</b>
<b>How to use</b>
<b>Other Product Info</b>",Patanjali,,,TRUE,,[],Size,450 ml,,,,,,,,,continue,manual,0,0,true,TRUE,,https://www.patanjaliayurved.net/assets/product_images/400x300/400x300MahamanjishthadiKwath(Pravah)(L).png,,Divya Mahamanjisthadi Kwath (Pravahi) 450 Ml450 ml            ,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,
,,Patanjali-Lohasava-(L),Patanjali Lohasava (L)450 ml            ,"<b>Product Information</b>Patanjali Lohasava is an Ayurvedic medicine for Anemia. It contains naturally processed Iron. Lohasava contains 4 – 10 % of self generated alcohol in it which acts as a media to deliver water and alcohol soluble the active herbal components to the body.
<b>Benefits</b>
<b>Ingredients</b>Harad Chilka Amla Dry Baheda Fruit Rind Lohasav Prakshep (Sfg)Saunth Black Pepper(G)Pipal Ajmod Nagar Motha Chitrak Mool VindingaLoha BhasmDhataki PushpGud Honey (Raw) Sodium Benzoate (Food Grade)
<b>How to use</b>
<b>Other Product Info</b>",Patanjali,,,TRUE,,[],Size,450 ml,,,,,,,,,continue,manual,0,0,true,TRUE,,https://www.patanjaliayurved.net/assets/product_images/400x300/400x300Lohasava(L).png,,Patanjali Lohasava (L)450 ml            ,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,
,,Divya-Kayakalp-Taila-Advance,Divya Kayakalp Taila Advance100 ml            ,"<b>Product Information</b>Kayakalp Taila soothes itchiness and discomfort and nourishes your skin with care. It eliminates viruses that cause herpes, moisturizes the skin thus healing cracks caused by dryness in hands and feet and heals psoriasis, pigmentation, marks left by skin disease, etc. The ingredients in Kayakalp Taila have antiseptic properties. It is our most popular and effective body oil.
<b>Benefits</b>
<b>Ingredients</b>Composition : Each 100 ml contains : Kwath of : Chirayita Wl. Pl. (Swertia chirata) 2.857 g,Panvad Sd. 2.857 g,Haldi (Curcuma longa) Rt. 2.857 g,Dharuhaldi (Barberis aristata) Rt./St. Wd. 2.857 g,Khair (Acacia catechu) St. Wd. 2.857 g,Karanj (Pongamia pinnata) Sd. 2.857 g,Neem (Azadirachta indica) Bk. 2.857 g,Harad (Terminalia chebula) Fr. 2.857 g,Baheda (Terminalia belerica) (Emblica Fr. 2.857 g,Amla (Emblica officinalis) Fr. 2.857 g,Manjishth (Rubia cordifolia) 2.857 g,Indrayan (Citrullus colocynthis) Rt. 2.857 g,Chandan (Santalum album) Ht. Wd. 2.857 g,Devdaru (Cedrus deodara) St. Wd. 2.857 g,Jeeri Kali (Centratherum-anthelminticum) Fr. 2.857 g,Ushva  (Smilax ornata) Rt. 2.857 g,Dronpushpi (Leucas cephalotes) Wl. Pl. 2.857 g,Giloy (Tinospra cordifolia) St. 2.857 g,Bavchi (Psoralea corylifolia) Sd. 2.857 g,Kutki (Picrorhiza kurroa) Rt. 2.857 g,Chhoti kateli (Solanum-xanthocarpum) Wl. Pl. 2.857 g,Snuhi (Cactus) (Euphorbia neriifolia) St. 59.997 g,Liquid of : Gomutra (Cow urine) Animal Pr. 77.75 g,Taila of : Til Taila(Sesamum indicum) Sd. Q.S
<b>How to use</b>
<b>Other Product Info</b>Best before 3 years from the date of manufacturing.",Patanjali,,,TRUE,,[],Size,100 ml,,,,,,,,,continue,manual,0,0,true,TRUE,,https://www.patanjaliayurved.net/assets/product_images/400x300/1657520644400x300.jpg,,Divya Kayakalp Taila Advance100 ml            ,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,
,,Divya-Saindhavadi-Taila,Divya Saindhavadi Taila100 ml            ,"<b>Product Information</b>Divya Saindhavadi Taila (Vrihat) is an Ayurvedic medicinal oil which is used in the treatment of rheumatoid arthritis, low back ache, injury to joints etc. It is prepared from sesame oil base.
<b>Benefits</b>
<b>Ingredients</b>
<b>How to use</b>
<b>Other Product Info</b>",Patanjali,,,TRUE,,[],Size,100 ml,,,,,,,,,continue,manual,0,0,true,TRUE,,https://www.patanjaliayurved.net/assets/product_images/400x300/1505296394400 x 300 Sandhavadi Taila.png,,Divya Saindhavadi Taila100 ml            ,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,
,,Divya-Mahanarayan-Taila,Divya Mahanarayan Taila100 ml            ,"<b>Product Information</b>Mahanarayan taila is an ayurvedic oil that cures chronic joint and muscle pains and rigidity caused by arthritis, gout, etc. It is an effective cure for pains caused by injury especially in the chest, back and pelvic area. Massaging mahanarayan taila regularly heals the bone, increases blood supply to the surrounding muscles and rejuvenates the nerves thus providing lasting relief. It is also a very effective treatment for limbs paralyzed by stroke or injury. .
<b>Benefits</b>
<b>Ingredients</b>Bilva (Bel) Aswagandha Brahti (BadiKateli) Gokshur Syonak BalaParibhadra Kantkari (ChotiKateli) RaktaPunarnava Atibala Arni (Agnimantha)Prasarani Patla (Padhal) Satavari-rasa Rasna Mishreya (Sauf) Devdaru Kuth (Kushtha) Salparni Presanparni Mudagparni Masparni Agar (Agaru) Nagkesher SendhaNamak Jatamanshi Haridra Daruhaldi Saileyka (Charela) RaktaCandan Pushkar Mool Choti Ela ManjheethMulethi Tagar Aabda (Nagarmotha) Tejpatra Bhringraj Jeevak Rshabhak Meda Mahameda Kakoli KsiraKakoli Rddhi Vrddhi Ambu Vaca (Adusa) Palas Sthauneya SwetPunarnava Coraka Kapoor Kunkuma Margamada Till Tail Godugdha
<b>How to use</b>
<b>Other Product Info</b>",Patanjali,,,TRUE,,[],Size,100 ml,,,,,,,,,continue,manual,0,0,true,TRUE,,https://www.patanjaliayurved.net/assets/product_images/400x300/400x300MahaNarayanTaila100ML.png,,Divya Mahanarayan Taila100 ml            ,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,
,,Divya-Prasarini-Taila,Divya Prasarini Taila100 ml            ,"<b>Product Information</b>Prasarini taila is an ayurvedic oil, used in ayurvedic treatment of rheumatoid arthritis, sciatica, neck pain, paralysis, stiffness etc. 
<b>Benefits</b>
<b>Ingredients</b>Prasarini (Paederia foetida),Taila (Oil of Sesamum indicum), Dadhi (Curd), Kanjika (Fermented gruel), Ksheera (Cow milk ), Madhuka, Licorice (Glycyrrhiza glabra), Pippalimoola (Long pepper root), Piper longum, Chitraka ( Plumbago zeylanica), Saindhava (Rock Salt), Vacha (Acorus calamus), Prasarini (Paederia foetida), Devadaru ( Cedrus deodara), Rasna(Pluchea lanceolata), Gajapippali ( Scindapsus officinalis / Piper chaba), Bhallataka (Purified Semecarpus anacordium), Shatapushpa (Anethum sowa) and Mamsi (Nardostachys jatamansi)
<b>How to use</b>
<b>Other Product Info</b>",Patanjali,,,TRUE,,[],Size,100 ml,,,,,,,,,continue,manual,0,0,true,TRUE,,https://www.patanjaliayurved.net/assets/product_images/400x300/1505296191400 x 300 Prasarini Taila 100 ml.png,,Divya Prasarini Taila100 ml            ,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,
,,Divya-Ksirabala-Taila,Divya Ksirabala Taila100 ml            ,"<b>Product Information</b>Apply Ksirabala Taila for relief from gout, arthritis and rheumatism. The herbal ingredients in Ksirabala Taila have anti-inflammatory properties which reduce swelling in joints, joint pains and increase blood supply thus regenerating the damaged bone, tendons and muscle tissues. Get long lasting relief from pain by regularly massaging.


<b>Benefits</b>
<b>Ingredients</b>
<b>How to use</b>
<b>Other Product Info</b>",Patanjali,,,TRUE,,[],Size,100 ml,,,,,,,,,continue,manual,0,0,true,TRUE,,https://www.patanjaliayurved.net/assets/product_images/400x300/400x300KsirabalaTail.png,,Divya Ksirabala Taila100 ml            ,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,
,,Divya-Mahamash-Taila,Divya Mahamash Taila100 ml            ,"<b>Product Information</b>Mahamash Taila is a traditionally prepared oil that helps rejuvenate a paralyzed limb by stroke or injury. Paralysis is often caused by interrupted blood supply. Massage Mahamash Taila regularly to gradually regenerate blood supply and revive the muscle and bone tissues. 


<b>Benefits</b>
<b>Ingredients</b>
<b>How to use</b>
<b>Other Product Info</b>",Patanjali,,,TRUE,,[],Size,100 ml,,,,,,,,,continue,manual,0,0,true,TRUE,,https://www.patanjaliayurved.net/assets/product_images/400x300/1505295546400 x 300  Mahamash Taila.png,,Divya Mahamash Taila100 ml            ,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,
,,Divya-Kayakalp-Taila,Divya Kayakalp Taila100 ml            ,"<b>Product Information</b>Kayakalp Taila soothes itchiness and discomfort and nourishes your skin with care. It eliminates viruses that cause herpes, moisturizes the skin thus healing cracks caused by dryness in hands and feet and heals psoriasis, pigmentation, marks left by skin disease, etc. The ingredients in Kayakalp Taila have antiseptic properties. 
It is our most popular and effective body oil. 

<b>Benefits</b>
<b>Ingredients</b>
<b>How to use</b>
<b>Other Product Info</b>",Patanjali,,,TRUE,,[],Size,100 ml,,,,,,,,,continue,manual,0,0,true,TRUE,,https://www.patanjaliayurved.net/assets/product_images/400x300/1549443957kayakalptaila400-300.jpg,,Divya Kayakalp Taila100 ml            ,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,
,,Divya-Jatyadi-Taila,Divya Jatyadi Taila100 ml            ,"<b>Product Information</b>Divya jatyadi taila useful abhyanga, kacchu, sphotaka, nadi vrana.
<b>Benefits</b>
<b>Ingredients</b>Each 100 Ml Prepared From:Tila Taila (Sesamum Indicum) sd.oil 100ml,Kalka of : {Jati (Jasminum officinale Lf. 1.388g,Nimba (Azadirachta indica) Lf. 1.388g,Patola (Trichosanthes  dioica) Lf. PI 1.388G,Karanja (Pongamia pinnata) Lf. 1.388g,Siktha 1.388g,Yasti (Glycyrrhiza glabra) Rt. 1.388 g,Kustha (Saussrea lappa)Rt. 1.388 g,Haridra (Curcuma longa )Rz. 1.388g,Daruharidra (Berberis aristata)St. 1.388g,Kaluka (Picrorhiza kurroa) Rz. 1.388g,Manjistha (Rubia cordifolia) St. 1.388g,Padmaka (Prunus cerasoides) Ht. Wd. 1.388g,Lodhra (Symplocos racemosa) St. Bk. 1.388 g,Haritaki (Terminalia chebula)PI 1.388G,Nilotpala (Nymphaea stellata) FI. 1.388G,Tuttha 1.388g,Svet sariva (Hemidesmus indicus)Rt. q.388g,Karanja (Pongamia pinnata) Sd. 1.388g,Water Q.S.""
<b>How to use</b>
<b>Other Product Info</b>",Patanjali,,,TRUE,,[],Size,100 ml,,,,,,,,,continue,manual,0,0,true,TRUE,,https://www.patanjaliayurved.net/assets/product_images/400x300/1654324318400x300.jpg,,Divya Jatyadi Taila100 ml            ,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,
,,Divya-Peedanil-Taila,Divya Peedanil Taila100 ml            ,"<b>Product Information</b>Peedanil oil is very useful in relieving the joint pains, back pain, knee pain, cervical spondylitis, slip disc, wounds, all kinds of pains, inflammation and pain etc. Muscles gain more strength and power if the joints are massaged with this oil. And moreover, the process of bone formation is well-balanced; hence peedanil oil is highly beneficial, mainly in arthritis, osteoporosis, rheumatoid and gout etc. 
<b>Benefits</b>Useful in relieving the joint pains, Cervical spondylitis, Slip disc, Wounds, All kinds of pains, Inflammation and pain etc. 
<b>Ingredients</b>Each 100 ml contains:Kwath of : Vatsnabh Rt. (Aconitum ferox) 0.373 g,Madhuyasti Rt. (Glycyrrhiza glabra) 0.373 g,Pipla mool (Piper longum) Rt. 0.373 g,Gaj pippal (Piper chaba) Fr. 0.373 g,Haldi (Curcuma longa) Rz. 0.373 g,Tejpatta (Cinnamomum tamala) Lf. 0.373 g,Sugandha bala (Valeriana wallichii) Rt. 0.373 g,Sonth (Zingiber officinale) Rz. 0.373 g,Chitrak (Plumbago zeylanica) Rt. 0.373 g,Saunf (Foeniculum vulgare) Fr. 0.373 g,Erand (Ricinus communis) Rt. 0.747 g, Bhringraj (Eclipta alba) Wl. Pl. 0.373 g,Jatamansi (Nardostachys jatamansi) Rt. 0.373 g,Vach kadvi (Acorus calamus) Rz. 0.373 g,Namak Sendha  (Sodii chloridum) 0.373 g, Manjishtha (Rubia cordifolia) Rt. 0.373 g,Malkangani (Celastrus paniculatus) Sd. 0.373 g,Prasarini (Paederia foetida) Wl. Pl. 4.480 g,Nirgundi (Vitex negundo) Lf. 4.480 g,Lahsun  (Allium sativum) Bb.0.450 g,Nagkesar (Mesua ferrea) Fl.Stmn. 0.373 g,Daruhaldi (Anethum sowa) Sd. 0.373 g,Arka mool (Calotropis procera) Rt. 0.747 g,Dhatura (Datura metel) Wl. Pl. 0.747 g,Ajwain (Trachyspermum ammi) Fr. 0.747 g,Kuchla ( Strychnos nux-vomica) Enm. 2.987 g,Rasna (Pluchea lanceolata) Lf. 4.480 gSatavar (Asparagus racemosus) Rt. 0.373 g,Plash beej (Butea frondosa)  Sd. 0.373 g,Gathivan (Polygonum aviculare) Rt. 0.373 g,Liquid of : Dahi (Curd) 10 g,Gaudugdha  (Cow Milk) 20 g,Gomutra (Cow Urine) 5 g,Taila of: Til taila (Sesamum indicum)  Sd.Ol. Q.S.
<b>How to use</b>
<b>Other Product Info</b>",Patanjali,,,TRUE,,[],Size,100 ml,,,,,,,,,continue,manual,0,0,true,TRUE,,https://www.patanjaliayurved.net/assets/product_images/400x300/1668506479400x300.jpg,,Divya Peedanil Taila100 ml            ,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,
,,Divya-Anu-Taila,Divya Anu Taila20 ml            ,"<b>Product Information</b>Anu Taila is made from a combination of many herbs with multifarious benefits. Its application has been known to cure diseases is head, neck, shoulders, eyes, nose, ear, skin, throat and hair. Application in affected area gives relief from symptoms of ailments in these organs. It has a soothing impact on the skin surface as well as works internally in cooling the brain and nerves. Anu Taila improves the workings of all sensory organs. Massage Anu Taila for relief and relaxation. Experience therapeutic effects of natural extracts in Ayurvedic medicine.
<b>Benefits</b>
<b>Ingredients</b>
<b>How to use</b>
<b>Other Product Info</b>",Patanjali,,,TRUE,,[],Size,20 ml,,,,,,,,,continue,manual,0,0,true,TRUE,,https://www.patanjaliayurved.net/assets/product_images/400x300/1593771765400x300(1).jpg,,Divya Anu Taila20 ml            ,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,
,,Divya-Bala-Taila,Divya Bala Taila100 ml            ,"<b>Product Information</b>Bala Taila is an age-old combination of herbs brought to you by Divya Pharmacy to give relief from vata disorders, respiratory infections (cold, cough, asthma attacks) and quick recovery from injury and weakness. Bala Taila has muscle relaxers which ease rigidity and pains from arthritis or gout. It reduces inflammation in joints to give lasting relief. Bala Taila consists of herbs enriched with vitamin C and natural bronchodilators which help heal cold and asthma. The vitamins also boost your immunity from infections. Apply Bala Taila or take orally as prescribed to get holistic cure from the natural goodness of Ayurvedic medicines.
<b>Benefits</b>
<b>Ingredients</b>
<b>How to use</b>
<b>Other Product Info</b>",Patanjali,,,TRUE,,[],Size,100 ml,,,,,,,,,continue,manual,0,0,true,TRUE,,https://www.patanjaliayurved.net/assets/product_images/400x300/400x300BALATAILA100ML.png,,Divya Bala Taila100 ml            ,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,
,,Patanjali-Liv--Amrit-Syrup,Patanjali Liv- Amrit Syrup 200 ml            ,"<b>Product Information</b>Patanjali Livamrit Syrup is an Ayurvedic and Herbal medicine. It is a combination of different ingredients. It is a liver tonic and indicated in the liver diseases. This medicine is useful in fatty the liver, Hepatitis, Loss of appetite, Anemia and Jaundice.
<b>Benefits</b>1.Anti-inflammatory: Reducing inflammation by acting on body mechanisms.2. Hepatoprotective: Prevent damage to the liver3. Laxative: Tending to stimulate or facilitate the evacuation of the bowels.4. Stomachic: Stimulates gastric activity.5. It cleanses the body by flushing out the toxins due to its diaphoretic, diuretic and laxative action.6. It has no known side-effect., It helps in water retention in the body due to liver disorder. It improves digestion., It is diuretic and promotes urination7. It is useful in detoxifying the liver. It supports better functioning of the liver.
<b>Ingredients</b>Bhumi Amla (Phyllanthus niruri) 8 mg, Punarnava (Boerhavia diffusa) 6 mgBhringraj (Eclipta alba) 5 mg, Makoy (Solanum nigrum) 4 mgArjun (Terminalia arjuna) 3 mg, Triphala (Classical Prepration) 3 mgSarpunkha (Tephrosia purpurea) 3 mg, Giloy (Tinospora cordifolia) 24 mgMulethi (Glycyrrhiza glabra) 22 mg, Kasani (Cichorium endivia) 2 mgKutki (Picrorhiza kurroa) 2 mg,Daru haldi (Berberis aristata) 2mgAmaltas (Cassia fistula) 2 mg,Kalmegh (Andrographis paniculata) 1 mg
<b>How to use</b>
<b>Other Product Info</b>",Patanjali,,,TRUE,,[],Size,200 ml,,,,,,,,,continue,manual,0,0,true,TRUE,,https://www.patanjaliayurved.net/assets/product_images/400x300/1622093247400x300.jpg,,Patanjali Liv- Amrit Syrup 200 ml            ,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,
,,Patanjali-Rogan-Badam-Shirin,Patanjali Rogan Badam Shirin60 ml            ,"<b>Product Information</b>Patanjali rogan badam shirin brings to you the goodness of badam (almonds) extracted with the care it deserves. Almonds have diverse benefits. Badam rogan oil when applied has soothing effect on the brain and nervous system. It relieves you of headaches and tiredness. It has natural muscle relaxant properties which reduces stress and helps you relax. Rogan badam shirin also boosts the brain and improves memory. Massage rogan badam shirin to get radiant, healthy skin. Take rogan badam shirin oil with milk or massage on your affected area for immediate relief. Get holistic recovery from aches and stress with badam rogan.


<b>Benefits</b>
<b>Ingredients</b>
<b>How to use</b>
<b>Other Product Info</b>",Patanjali,,,TRUE,,[],Size,60 ml,,,,,,,,,continue,manual,0,0,true,TRUE,,https://www.patanjaliayurved.net/assets/product_images/400x300/1577275161400x300.jpg,,Patanjali Rogan Badam Shirin60 ml            ,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,
,,Divya-Godhan-Ark,Divya Godhan Ark450 ml            ,"<b>Product Information</b>Divya Godhan Ark is an ancient Ayurvedic medicine made by extracting the goodness from gomutra or cow urine. It has multiple benefits and cures a variety of serious ailments. It gives you relief from problems of liver and stomach. It cures eczema, controls diabetes and cancer. Divya Godhan Ark has detoxifying properties which cleanses your system of toxins accumulated from the environment or unhealthy lifestyle. Get holistic cure and experience Ayurvedic healing at its best with Divya Godhan Ark.
<b>Benefits</b>
<b>Ingredients</b>
<b>How to use</b>
<b>Other Product Info</b>",Patanjali,,,TRUE,,[],Size,450 ml,,,,,,,,,continue,manual,0,0,true,TRUE,,https://www.patanjaliayurved.net/assets/product_images/400x300/400x300divyagodhanark.png,,Divya Godhan Ark450 ml            ,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,
,,Patanjali-Nari-Sudha-Syrup,Patanjali Nari Sudha Syrup200 ml            ,"<b>Product Information</b>Patanjali Nari Sudha Syrup is Most effective tonic for female in General Weakness, Back Ache, Head Ache, Anorexia, Anemia and Irregular Menstruation and Nutritional Disorders. 
<b>Benefits</b>
<b>Ingredients</b>Rakt Chandan (Pterocarpus santalinus) Ht. Wd. Ext. 75mg, Ashok (Saraca asoca) Bk. Ext. 125mg, Lodhra (Symplocos racemosa) St. Bk. Ext. 100mg, Mochras (Salmalia malabarica) Resin Ext. 25mg, Dhataki Phool (Woodfordia fruticosa) Fl. Ext. 50mg, Ashwagandha (Withania somnifera) Rt. Ext. 40mg, Shatavari (Asparagus racemosus) Rt. Ext. 40mg, Nagkesar (Mesua ferrea) Fr./Fl. Ext. 50mg, Nagarmotha (Cyperus scariosus) Rt. Ext. 50mg, Lal Supari (Areca catechu) Sd. Ext. 15mg, Saunth (Zingiber officinale) Rz. Ext. 25mg, Jatamansi (Nardostachys jatamansi) Rt. Ext. 60mg, Amla (Emblica officinalis) Fr. Ext. 50mg, Daru haldi (Berberis aristata) Wd. Ext. 40mg, Patrang (Caesalpinia sappan) Bk. Ext. 100mg, Sugar (Saccharum officinarum) St. Juice Ext. powder q.s.
<b>How to use</b>
<b>Other Product Info</b>",Patanjali,,,TRUE,,[],Size,200 ml,,,,,,,,,continue,manual,0,0,true,TRUE,,https://www.patanjaliayurved.net/assets/product_images/400x300/1513074644narisudha400x300.png,,Patanjali Nari Sudha Syrup200 ml            ,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,
,,Divya-Kumaryasava,Divya Kumaryasava 450 ml            ,"<b>Product Information</b>Kumaryasav relieves discomfort from gas and acidity and prevents further gas forming. It stimulates digestive enzymes to form normally and provides
relief in flatulence, belching, bloating, constipation and hemorrhoids.
It is made from herbal extracts and has no side effects. It gives you long lasting relief from stomach problems.

<b>Benefits</b>Prevents gas formation.Bloating.Constipation .Cures hemorrhoids and abdomen.
<b>Ingredients</b>
<b>How to use</b>
<b>Other Product Info</b>",Patanjali,,,TRUE,,[],Size,450 ml,,,,,,,,,continue,manual,0,0,true,TRUE,,https://www.patanjaliayurved.net/assets/product_images/400x300/1505384044400 x 300  Kumaryasava (L).png,,Divya Kumaryasava 450 ml            ,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,
,,Divya-Drakshasava,Divya Drakshasava450 ml            ,"<b>Product Information</b>Patanjali divya drakshasav is useful in anorexia, piles, digestion, general debility, anaemia, insomnia, tuberculosis, asthma, cough and brain tonic.
<b>Benefits</b>
<b>Ingredients</b>kwath dravya :munnaka (vitis vinifera) Dr. Fr. 13.913 g,Khand 17.391 g,Madhu 17.391 g,Water Q.S.Prakshepa Dravyas :Dhaiphool (Woodfordia fruticosa)Fi 278 g,Kankol (Piper cubeba) Fr. 0.177 g,Laung (Syzygium aromaticum) FI Bud 0.177 g,Jaiphal (Myristica fragrans) Sd. 0.177 g,Kali mirch (Pipernigrum) Fr. 0.177g,Dalchini (Cinnamomum zeylanicum) St. Bk. 0.177 g,Badi elaichi (Amomum subulatum ) St. 0.0177g,Tejapatra (Cinnamomum tamala)Lf. 0.177g,Naagkeshar (Mesua ferrea) 0.177g,Pippal (piper longum) Fr. 0.177 g,Chitrak mool ( Plumbago Zeylanica)Rt. 0.177g,Cavya (Piper retrofractum) St. 0.177g,Piplamool (Piper longum) Rt. 0.177g,Sambhalu (Vitix negundo) Sd.0.177g 
<b>How to use</b>
<b>Other Product Info</b>",Patanjali,,,TRUE,,[],Size,450 ml,,,,,,,,,continue,manual,0,0,true,TRUE,,https://www.patanjaliayurved.net/assets/product_images/400x300/1654324523400x300.jpg,,Divya Drakshasava450 ml            ,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,
,,Divya-Arvindasav,Divya Arvindasav 225 ml            ,"<b>Product Information</b>Arvindasav is a traditionally prepared health tonic for infants and children. It contains the goodness of lotus combined with various herbal extracts with a lot of care. 

Loss of appetite after an ailment often leads to weakness. Arvindasav fills up the dietary gaps, nourishes the recuperating child and improves immunity. It provides all-round nourishment to your child thus helping them gain in physical strength and develop their brain and memory power.

Give your child the best care with Arvindasav. Help him/her heal fast, gain strength and energy and achieve optimum growth.


<b>Benefits</b>
<b>Ingredients</b>
<b>How to use</b>
<b>Other Product Info</b>Best before-121 months from manufacturing date.",Patanjali,,,TRUE,,[],Size,225 ml,,,,,,,,,continue,manual,0,0,true,TRUE,,https://www.patanjaliayurved.net/assets/product_images/400x300/1594121683400x300.jpg,,Divya Arvindasav 225 ml            ,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,
