url,Tags,lastbreadcrumb,heading,cleaned-heading,product-information,variants,product-image
https://www.patanjaliayurved.net/product/ayurvedic-medicine/bhasma/divya-tal-sindoor/189,"ayurvedic-medicine,bhasma",Divya Tal Sindoor,Divya Tal Sindoor                             1 g,Divya Tal Sindoor,"<b>Product Information</b>
Advantageous in respiratory problems and skin diseases. ""Kupipakva"" medicines prepared with described rituals. The preparation of kupipakwa juice is the very complex process of ayurveda. It instantly gives results in chronic and trouble giving diseases. ""kupipakva"" rasayana and sindoor are utilized according to the age, sex and physical ability. Thus seek experts advice before using it.
<b>Benefits </b>
Useful in skin diseases and diseases that occur due to vitiation of Kapha (phlegm) and Vata Dosha. 
<b>Ingredients </b>
Shuddha parada, Shuddha haratal, and Aloe vera juice. 
<b>How to use </b>
As directed by the physician. 
<b>Other Product Info </b>
Best before 10 years from manufacturing date.",1 g,"https://www.patanjaliayurved.net/assets/product_images/400x500/16881843261.png,https://www.patanjaliayurved.net/assets/product_images/400x300/16881843262.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/dose_1688184326.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/mfg_1688184326.png"
https://www.patanjaliayurved.net/product/ayurvedic-medicine/bhasma/divya-lauh-bhasma/89,"ayurvedic-medicine,bhasma",Divya Lauh Bhasma,Divya Lauh Bhasma                             5 g,Divya Lauh Bhasma,"<b>Product Information</b>
Lauh bhasma cures anemia, jaundice and other stomach problems. Unbalanced diet and unhealthy lifestyle lead to iron deficiency, hamper digestion and weaken the liver. The natural herbal ingredients in lauh bhasma work as iron supplements curing anemia, boost digestion by stimulating flow of digestive enzymes and rejuvenate the liver thus curing jaundice. Lauh bhasma gives you a holistic healing from stomach and liver disorders. Experience natural healing and regain healthy life with lauh bhasma.
<b>Benefits </b>
Cures iron
deficiency, anemia Cures jaundice 
<b>Ingredients </b>
Lauh Churna Till Tail Kulthi Mattha Kanji (Rai, Namak,
Haldi) Harad Baheda Amla Goumutra Bhaat (Boiled Rice) 
<b>How to use </b>
As directed by the physician. 
<b>Other Product Info </b>
Best before 10 years from manufacturing date.",5 g,"https://www.patanjaliayurved.net/assets/product_images/400x500/1688184598LAUHBHASM5gm1.png,https://www.patanjaliayurved.net/assets/product_images/400x300/1688184598LAUHBHASM5gm2.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/LAUHBHASM5gm3_1688184598.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/LAUHBHASM5gm4_1688184598.png"
https://www.patanjaliayurved.net/product/ayurvedic-medicine/pishti/divya-jaharmohra-pishti/60,"ayurvedic-medicine,pishti",Divya Jaharmohra Pishti,Divya Jaharmohra Pishti                             5 g,Divya Jaharmohra Pishti,"<b>Product Information</b>
Jaharmohra Pishti has mild diuretic properties which clears toxins from the body. It strengths the arteries and heart muscles and helps clear plaque built up in arteries. It also helps relax the muscles.
It has antivenin properties which cures inflammations from animal or insect bites.
<b>Benefits </b>
Reduces high blood pressure. Useful in weakness of heart, emesis, etc. 
<b>Ingredients </b>
Jaharmohra GulabJal 
<b>How to use </b>
As directed by the physician. 
<b>Other Product Info </b>
Best before 10 years from manufacturing date.",5 g,"https://www.patanjaliayurved.net/assets/product_images/400x500/1688206449JaharmohraPishti1.png,https://www.patanjaliayurved.net/assets/product_images/400x300/1688206449JaharmohraPishti2.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/JaharmohraPishti3_1688206449.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/JaharmohraPishti4_1688206449.png"
https://www.patanjaliayurved.net/product/ayurvedic-medicine/bhasma/divya-tamra-bhasma/190,"ayurvedic-medicine,bhasma",Divya Tamra Bhasma,Divya Tamra Bhasma                             1 g,Divya Tamra Bhasma,"<b>Product Information</b>
It is beneficial in tumor, any type of gland and stomach related diseases. It does not cast any side or ill-effect on the patient and is helpful in any of the old or complex disease.
<b>Benefits </b>
Useful in abdominal disorders, ascites, oedema and respiratory disorders. <!--td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}--> 
<b>Ingredients </b>
Shuddha Tamra (Copper) 
<b>How to use </b>
As directed by the physician. 
<b>Other Product Info </b>
Best before 5 years from manufacturing date.",1 g,"https://www.patanjaliayurved.net/assets/product_images/400x500/16881842901.png,https://www.patanjaliayurved.net/assets/product_images/400x300/16881842902.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/dose_1688184290.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/mfg_1688184290.png"
https://www.patanjaliayurved.net/product/ayurvedic-medicine/pishti/divya-praval-pishti/142,"ayurvedic-medicine,pishti",Divya Praval Pishti,Divya Praval Pishti                             5 g,Divya Praval Pishti,"<b>Product Information</b>
For cough, fever, osteomalacia, laxity and acidity. The material is treated, with the fluid of various herbs and cultured in fire, as described in ancient ayurvedic texts mixing with different other ingredients. Patanjali ayurved and divya pharmacy prepare calx, based on old refinery processes. These products and medicines do not cast any side or ill-effect on the patient and helpful in any of the old or complex disease. The 'bhasmas' are prepared with pure and age-old formulae and hence are very impressive and eradicate the diseases from the root.
<b>Benefits </b>
Useful for or cough, fever, osteomalacia, laxity and acidity. 
<b>Ingredients </b>
Pravala Suddha, Gulab (Rosa cent folia) 
<b>How to use </b>
As directed by the physician. 
<b>Other Product Info </b>
Best before 10 years from manufacturing date.","5 g, 10 g","https://www.patanjaliayurved.net/assets/product_images/400x500/1688206200PravalPishti5g1.png,https://www.patanjaliayurved.net/assets/product_images/400x300/1688206200PravalPishti5g2.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/PravalPishti5g3_1688206200.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/PravalPishti5g4_1688206200.png"
https://www.patanjaliayurved.net/product/ayurvedic-medicine/pishti/divya-keharwa-pishti/63,"ayurvedic-medicine,pishti",Divya Keharwa Pishti,Divya Keharwa Pishti                             5 g,Divya Keharwa Pishti,"<b>Product Information</b>
Keharwa Pishti prevents too much bleeding in blood dysentery, from wounds or uterine bleeding. It is made from natural extracts that have antibacterial and coagulation properties. It eliminates the bacteria from intestines that cause dysentery and also helps clots form quickly to prevent much blood loss.  

Keharwa Pishti is prepared based on ancient Ayurvedic formula. It has no side effects and can be taken with other medication. Take Keharwa Pishti to cure and pre-empt bleeding-related complications.
<b>Benefits </b>
Cures blood dysentery and metrorrhagia. Useful in raktatisara, raktapravahika, raktapitta, pittavikar, raktapradar, etc. 
<b>Ingredients </b>
Kaharwa GulabJal 
<b>How to use </b>
As directed by the physician. 
<b>Other Product Info </b>
Best before 10 years from manufacturing date.",5 g,"https://www.patanjaliayurved.net/assets/product_images/400x500/1688206402KeharwaPishti1.png,https://www.patanjaliayurved.net/assets/product_images/400x300/1688206402KeharwaPishti2.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/KeharwaPishti3_1688206402.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/KeharwaPishti4_1688206402.png"
https://www.patanjaliayurved.net/product/ayurvedic-medicine/bhasma/divya-kasis-bhasma/73,"ayurvedic-medicine,bhasma",Divya Kasis Bhasma,Divya Kasis Bhasma                             5 g,Divya Kasis Bhasma,"<b>Product Information</b>
Kasis Bhasma is a clinically proven cure for anemia, liver disorders and spleen enlargement. It is an ancient Ayurvedic formulation that has detoxification properties and is rich in natural iron content. The iron cures anemia and weakness. Kasis Bhasma also eliminates toxins from the body thus rejuvenating the liver and spleen. It fortifies your liver and spleen against further bacterial or viral infections. Kasis Bhasma yields guaranteed results even in long-lingering problems.
<b>Benefits </b>
Cures anemia and splenomegaly Boosts liver 
<b>Ingredients </b>
Green Kasis Green Amla Bhringraj Jambiree Nimbu Ras 
<b>How to use </b>
As directed by the physician. 
<b>Other Product Info </b>
Best before-10 years from manufacturing date.",5 g,https://www.patanjaliayurved.net/assets/product_images/400x500/16881850971.png
https://www.patanjaliayurved.net/product/ayurvedic-medicine/pishti/divya-mukta-pishti/121,"ayurvedic-medicine,pishti",Divya Mukta Pishti,Divya Mukta Pishti                             2 g,Divya Mukta Pishti,"<b>Product Information</b>
For vision, fever, heart ailments, it is cool, healthy, gives result in biliary diseases, dysentery, ulcer related problems. The material is treated, with the fluid of various herbs and cultured in fire, as described in ancient Ayurvedic texts mixing with different other ingredients. Patanjali ayurved and Divya pharmacy prepare calx, based on old refinery processes. These products and medicines do not cast any side or ill-effect on the patient and helpful in any of the old or complex disease. The 'bhasmas' are prepared with pure and age-old formulae and hence are very impressive and eradicate the diseases from the root.
<b>Benefits </b>
Prevents Anxiety and Depression. Enhances Digestion. Promotes Cardiac Functioning. Regulates Blood Pressure. 
<b>Ingredients </b>
Basra moti, Nimbu (Citrus medica), Gulab (Rosa centifolia) 
<b>How to use </b>
As directed by the physician. 
<b>Other Product Info </b>
Best before 10 years from manufacturing date.","2 g, 3 g","https://www.patanjaliayurved.net/assets/product_images/400x500/1688206350MuktaPishti2g1.png,https://www.patanjaliayurved.net/assets/product_images/400x300/1688206350MuktaPishti2g2.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/MuktaPishti2g3_1688206350.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/MuktaPishti2g4_1688206350.png"
https://www.patanjaliayurved.net/product/ayurvedic-medicine/pishti/divya-giloy-sat/46,"ayurvedic-medicine,pishti",Divya Giloy Sat,Divya Giloy Sat                             5 g,Divya Giloy Sat,"<b>Product Information</b>
Giloy Sat is a traditional Ayurvedic medicine that cures chronic fever, clammy hands, excess perspiration, thirst, hemorrhoids, vaginal discharge, etc. Giloy has very potent antibacterial, anti-inflammatory properties and is a natural antacid. It cures infections, corrects digestive disorders and boosts immunity. Giloy Sat brings to you the goodness of giloy extracted with the care it deserves. 

Take Giloy Sat for relief from blood, bone, digestion problems or infections. Experience holistic recovery with Giloy Sat.
<b>Benefits </b>
Useful in all types of fever and digestive disorders . Boosts immunity. 
<b>Ingredients </b>
Giloy 
<b>How to use </b>
As directed by the physician. 
<b>Other Product Info </b>
Best before-24 months from manufacturing date.","5 g, 10 g","https://www.patanjaliayurved.net/assets/product_images/400x500/1688206553GiloySat5g1.png,https://www.patanjaliayurved.net/assets/product_images/400x300/1688206553GiloySat5g2.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/GiloySat5g3_1688206553.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/GiloySat5g5_1688206553.png"
https://www.patanjaliayurved.net/product/ayurvedic-medicine/guggul/panchamrit-lauh-guggul-60-tabs/2931,"ayurvedic-medicine,guggul",Panchamrit Lauh Guggul 60 Tabs,Panchamrit Lauh Guggul 60 Tabs                             20 g,Panchamrit Lauh Guggul 60 Tabs,"<b>Product Information</b>
Panchamrut louh guggul (panchamrit lauh guggulu) is anti-inflammatory, analgesic, nervine tonic and phlebotonic ayurvedic medicines.
<b>Benefits </b>
It is an anti-inflammatory, analgesic and nervine tonic. Acts on the brain, nerves, blood vessels, heart, muscles, bones, and joints. It gives strength and nourishes organs. 
<b>Ingredients </b>
Shuddha Parad Shuddha Gandhak Rajat Bhasma (Chandi Bhasma) Abhrak Bhasma Swarna Makshik Bhasma Loha Bhasma (Lauh Bhasma) Shuddha Guggulu Mustard Oil 
<b>How to use </b>
2 tablets twice a day after meals with water or milk, or as directed by the physician. 
<b>Other Product Info </b>
Best before 5 years from manufacturing date.",20 g,"https://www.patanjaliayurved.net/assets/product_images/400x500/1688367738Panchamritlauhguggul60n1.png,https://www.patanjaliayurved.net/assets/product_images/400x300/1688367738Panchamritlauhguggul60n2.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/Panchamritlauhguggul60n3_1688367738.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/Panchamritlauhguggul60n4_1688367738.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/Panchamritlauhguggul60n5_1688367738.png"
https://www.patanjaliayurved.net/product/ayurvedic-medicine/pishti/divya-akik-pishti/6,"ayurvedic-medicine,pishti",Divya Akik Pishti,Divya Akik Pishti                             5 g,Divya Akik Pishti,"<b>Product Information</b>
Stress, unhealthy diet and sedentary lifestyle has made us vulnerable to cardiovascular diseases. Akik Pishti brings to you the best Ayurvedic remedy to heal your heart. It is an ancient formulation prepared painstakingly from herbal and natural extracts. It reduces bad cholesterol in your blood, heals damages done to the arteries and rejuvenates the heart. 

Take AkikPishti as directed by your physician to discover the healing effects of natural ingredients. Akik Pishti restores your heart to health and lets you live life to the fullest.
<b>Benefits </b>
Controls heart disease. 
<b>Ingredients </b>
Akik GulabJal 
<b>How to use </b>
As directed by the physician. 
<b>Other Product Info </b>
Best before 10 years from manufacturing date.",5 g,"https://www.patanjaliayurved.net/assets/product_images/400x500/1688206644AkikPishti5g1.png,https://www.patanjaliayurved.net/assets/product_images/400x300/1688206644AkikPishti5g2.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/AkikPishti5g4_1688206644.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/AkikPishti5g5_1688206644.png"
https://www.patanjaliayurved.net/product/ayurvedic-medicine/guggul/divya-triyodashang-guggul/194,"ayurvedic-medicine,guggul",Divya Triyodashang Guggul,Divya Triyodashang Guggul                             20 g,Divya Triyodashang Guggul,"<b>Product Information</b>
Beneficial in sciatica and nerve pain, arthritis and vatarakta etc. Drugs manufactured through guggul kalpa, a special process of ayurveda guggul has special significance in ayurveda medicine. This is used for all types of vata diseases. This enhances the fi-reactivity, stimulates the uterus, regulates menstrual disorders, the growth of white blood cells in blood, diuretics, mucilage secretory, worm destroyer etc. Guggul is the safest drug and free from side effects. Still it should be taken under appropriate medical consultation. We should go to consult a qualified, skilled and trained medical consultants. Number of Tablets- 40 (500mg)
<b>Benefits </b>
This is used for all types of vata diseases. Beneficial in sciatica and nerve pain, arthritis 
<b>Ingredients </b>
Rasna, Babool ki phalli, Goksuradi, Nishoth (Kala), Ashwagandha, Giloy, AJwain, Shudh Guggulu and Shatavari. 
<b>How to use </b>
All guggul can be taken 1-1 or 2-2 dosage in the morning and evening with lukewarm water or as per the suggestion of the doctor. 
<b>Other Product Info </b>
Best before 5 years from manufacturing date.","20 g, 40 gm","https://www.patanjaliayurved.net/assets/product_images/400x500/1688369802triyodashngguggul40tab1.png,https://www.patanjaliayurved.net/assets/product_images/400x300/1688369802triyodashngguggul40tab2.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/triyodashngguggul40tab3_1688369802.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/triyodashngguggul40tab4_1688369802.png"
https://www.patanjaliayurved.net/product/ayurvedic-medicine/guggul/divya-saptvinshati-guggul/160,"ayurvedic-medicine,guggul",Divya Saptvinshati Guggul,Divya Saptvinshati Guggul                             20 g,Divya Saptvinshati Guggul,"<b>Product Information</b>
Saptavinshati Guggul acts on the skin, blood, intestines, rectum, and bones. It mainly used to treat infection, prevent suppuration, and reduce the discharge of pus. Therefore, it is indicated in fistula, sinuses, and skin infections. It speeds up the healing process of fistula, sinuses, wounds, skin lesions or injuries.
It is also useful in cases of a productive chest pain, abdominal cramps and pain. Number of Tablets- 40 (500mg)
<b>Benefits </b>
Useful in abdominal pain, flatulence, indigestion, piles, fistula, fissure etc. 
<b>Ingredients </b>
Sounth Marich Pipal Nagarmotha Vai vidang Giloy Chitrakmool Kachur Badi Elaichi Pippla mool Howber Devdaru Tumbru Chabya Indrayanmool Haldi Daruhaldi Vid Namak Kala Namak Yav Khashar Sajji Kshar SaindhaNamak Gajpipal Puskar Mool Amla Harad Baheda Suddh Guggul 
<b>How to use </b>
As directed by the physician. 
<b>Other Product Info </b>
Best before 5 years from manufacturing date.",20 g,"https://www.patanjaliayurved.net/assets/product_images/400x500/1688370136SaptvinshatiGuggul40Tab1.png,https://www.patanjaliayurved.net/assets/product_images/400x300/1688370136SaptvinshatiGuggul40Tab3.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/SaptvinshatiGuggul40Tab2_1688370136.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/SaptvinshatiGuggul40Tab4_1688370136.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/SaptvinshatiGuggul40Tab5_1688370136.png"
https://www.patanjaliayurved.net/product/ayurvedic-medicine/guggul/divya-mahayograj-guggul/113,"ayurvedic-medicine,guggul",Divya Mahayograj Guggul,Divya Mahayograj Guggul                             20 g,Divya Mahayograj Guggul,"<b>Product Information</b>
Mahayograj Guggul is a traditional and highly effective Ayurvedic combination that assures you relief from arthritis, gout, rheumatism or debilitating effects of paralysis. It is a herbal formulation with multiple benefits. It does not only reduce joint pain and controls weight gain but also it is beneficial in nourishing the uterus and curing dysmenorrhea. Number of Tablets- 60(300mg)
<b>Benefits </b>
Heals pains from chronic rheumatoid and osteoarthritis Nourishes uterus 
<b>Ingredients </b>
Sounth ChotiPippal Chabya Piplamool Chitrakmool Hing Ajwayan Pili Sarso Kali Jeera Safed Jeera Renuka Indrajava Patha Via vidang Gajpipal Kutki Atish Bharangimool Murva Vach Triphal VangBhasma RopyaBhasma AbhrakBhasma LauhBhasma MandoorBhasma Ras Sindoor Ghrit Shuddh Guggul 
<b>How to use </b>
As directed by the physician. 
<b>Other Product Info </b>
Best before 5 years from manufacturing date.","20 g, 40 g","https://www.patanjaliayurved.net/assets/product_images/400x500/1688540737Mahayograjguggugal601.png,https://www.patanjaliayurved.net/assets/product_images/400x300/1688540737Mahayograjguggugal603.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/Mahayograjguggugal602_1688540737.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/Mahayograjguggugal604_1688540737.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/Mahayograjguggugal605_1688540737.png"
https://www.patanjaliayurved.net/product/ayurvedic-medicine/guggul/divya-gokshuradi-guggul/51,"ayurvedic-medicine,guggul",Divya Gokshuradi Guggul,Divya Gokshuradi Guggul                             20 g,Divya Gokshuradi Guggul,"<b>Product Information</b>
Gokshuradi Guggul cures kidney and urinary tract infections (UTI) and other urinary problems like reduced urine formation or burning sensation or discomfort while urinating. It is made from a combination of herbs with a diuretic and antibacterial properties. It flushes out the bacteria thus curing the problem at its root and provides soothing relief from discomfort. It stimulates the uterus, reduces menstrual problems, removes worms, etc. Number of Tablets- 40 (500mg)
<b>Benefits </b>
Useful in renal calculi and urinary tract infection. 
<b>Ingredients </b>
Nagarmotha (Root) Sounth (Rhizome) Kali Marich (Seed) Pippali (Fruit) Harad (Fruit) Baheda (Fruit) Amla (Fruit) Shudh Guggul Gokhru (Panchang) 
<b>How to use </b>
As directed by the physician. 
<b>Other Product Info </b>
Best before 5 years from manufacturing date.","20 g, 40 g","https://www.patanjaliayurved.net/assets/product_images/400x500/1688376366Gokshuradiguggle40tab1.png,https://www.patanjaliayurved.net/assets/product_images/400x300/1688376366Gokshuradiguggle40tab2.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/Gokshuradiguggle40tab3_1688376366.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/Gokshuradiguggle40tab4_1688376366.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/Gokshuradiguggle40tab5_1688376366.png"
https://www.patanjaliayurved.net/product/ayurvedic-medicine/guggul/divya-singhnad-guggul/174,"ayurvedic-medicine,guggul",Divya Singhnad Guggul,Divya Singhnad Guggul                             20 g,Divya Singhnad Guggul,"<b>Product Information</b>
Beneficial in chronic rheumatism (arthritis rimutaid), paralysis stroke, arthritis, etc. Drugs manufactured through guggul kalpa, a special process of ayurveda guggul has special significance in ayurveda medicine. This is used for all types of vata diseases. This enhances and stimulates the uterus, regulates menstrual disorders, growth of white blood cells in blood, diuretics, mucilage secretory, worm destroyer etc. Number of Tablets- 40 (500mg)
<b>Benefits </b>
Useful in rheumatoid, arthritis etc. 
<b>Ingredients </b>
Baheda (Fruit) Harad (Fruit) Amla (Fruit) Sudh Gandhak Earend Tail Shudh Guggul 
<b>How to use </b>
As directed by the physician. 
<b>Other Product Info </b>
Best before 3 years from manufacturing date.","20 g, 40 g","https://www.patanjaliayurved.net/assets/product_images/400x500/16883699021.png,https://www.patanjaliayurved.net/assets/product_images/400x300/16883699022.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/3_1688369902.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/dose_1688369902.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/mfg_1688369902.png"
https://www.patanjaliayurved.net/product/ayurvedic-medicine/guggul/divya-triphala-guggul/200,"ayurvedic-medicine,guggul",Divya Triphala Guggul,Divya Triphala Guggul                             20 g,Divya Triphala Guggul,"<b>Product Information</b>
Triphala guggul is  Beneficial in Hemorrhoids, fistula, vata related pains, paralysis, sciatica, vata in bone marrow joints. Drugs manufactured through Guggul kalpa, a special process of Ayurveda Guggul has special significance in Ayurveda medicine. This is used for all types of Vata diseases. This enhances the fire activity, stimulates the uterus, regulates menstrual disorders, the growth of white blood cells in blood, diuretics, mucilage secretory, worm destroyer etc. Guggul is the safest drug and free from side effects. Still, it should be taken under appropriate medical consultation. Number of Tablets- 40 (500mg)
<b>Benefits </b>
Triphala guggul is Beneficial in Hemorrhoids, fistula, vata related pains, paralysis, sciatica, vata in bone marrow joints. 
<b>Ingredients </b>
Each 500 gm tablets contains:- Kwath of - Harad, Baheda, Amla Powder of - Shudh Guggul 
<b>How to use </b>
All Guggul can be taken 1-1 or 2-2 dosage in the morning and evening with lukewarm water or as per the suggestion of the doctor. 
<b>Other Product Info </b>
Best before-60 months from manufacturing date.","20 g, 40 g","https://www.patanjaliayurved.net/assets/product_images/400x500/16883688181.png,https://www.patanjaliayurved.net/assets/product_images/400x300/1688368818b.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/dose_1688368818.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/mfg_1688368818.png"
https://www.patanjaliayurved.net/product/ayurvedic-medicine/guggul/divya-kanchnar-guggul/68,"ayurvedic-medicine,guggul",Divya Kanchnar Guggul,Divya Kanchnar Guggul                             20 g,Divya Kanchnar Guggul,"<b>Product Information</b>
Kanchnar Guggul is made from herbs and plant extracts with natural diuretic properties. This cleanses the blood to expel harmful mineral accumulation in kidney stones and eliminates microorganisms that cause urinary tract infections and discomfort. It also has a soothing effect on the reproductive organs in women. It is a complex preparation formulated through an elaborate process of extraction. Number of Tablets- 40 (500mg)
<b>Benefits </b>
Cures kidney stones and urinary infections Useful in galgandrogadhikar (granthi, vrana, gulma and apache) 
<b>Ingredients </b>
Kanchnar Chhal Triphla Trikatu Barun Chhal Elaichi Chhoti Dalchini Tejpatra Guggul 
<b>How to use </b>
As directed by the physician. 
<b>Other Product Info </b>
Best before-60 months from manufacturing date.","20 g, 40 g","https://www.patanjaliayurved.net/assets/product_images/400x500/1688371209Kanchnarguggul40n1.png,https://www.patanjaliayurved.net/assets/product_images/400x300/1688371209Kanchnarguggul40n2.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/Kanchnarguggul40n3_1688371209.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/Kanchnarguggul40n4_1688371209.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/Kanchnarguggul40n5_1688371209.png"
https://www.patanjaliayurved.net/product/ayurvedic-medicine/guggul/divya-kaishore-guggul/64,"ayurvedic-medicine,guggul",Divya Kaishore Guggul,Divya Kaishore Guggul                             20 g,Divya Kaishore Guggul,"<b>Product Information</b>
Kaishore Guggul purifies your blood of toxins introduced from polluted environment or unhealthy diet. It helps your body balance the production of uric acid and controls gout. It is made from herbal extracts with natural anti-inflammatory properties. It is effective in soothing wounds and ulcers. It also boosts your digestive system.
<b>Benefits </b>
Controls gout. Heals ulcers. Boosts digestion. Nourishes skin. Useful in vatrog, jirnaraktavikar, etc. 
<b>Ingredients </b>
Shuddh Guggu Sounth Kali marich Pipal Vaividang Danty mool Nishoth Harad Baheda Amla Giloy 
<b>How to use </b>
As directed by the physician. 
<b>Other Product Info </b>
Best before 5 years from manufacturing date.","20 g, 40 g","https://www.patanjaliayurved.net/assets/product_images/400x500/1688373833kaishoreguugle40tablet1.png,https://www.patanjaliayurved.net/assets/product_images/400x300/1688373833kaishoreguugle40tablet3.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/kaishoreguugle40tablet2_1688373833.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/kaishoreguugle40tablet4_1688373833.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/kaishoreguugle40tablet5_1688373833.png"
https://www.patanjaliayurved.net/product/ayurvedic-medicine/guggul/divya-lakshadi-guggul/88,"ayurvedic-medicine,guggul",Divya Lakshadi Guggul,Divya Lakshadi Guggul                             20 g,Divya Lakshadi Guggul,"<b>Product Information</b>
Lakshadi Guggul is a clinically proven Ayurvedic medicine for bone-related problems. If you are suffering from low bone density or osteoporosis, fractures or other teeth or joint pains then Lakshadi Guggul is sure to give you immediate relief. Lakshadi Guggul is made from herbal and plant extracts that are rich sources of calcium, vitamins and minerals. These supplement deficiencies in your diet, nourish the affected bone tissues and help them recover fast from wear and tear.

Do not let aches and pains stop you from enjoying life. Take Lakshadi Guggul to experience healing from natural extracts. Number of Tablets- 40(500mg)
<b>Benefits </b>
Heals bone fractures Useful in osteoporosis, osteomalacia, bone pain, etc. 
<b>Ingredients </b>
Laksha Churna Hadjod Lata Arjun Chhal Ashwagandha Bala Panchang Shuddha Guggul 
<b>How to use </b>
As directed by the physician. 
<b>Other Product Info </b>
Best Before 5 years from Manufacturing Date.",20 g,"https://www.patanjaliayurved.net/assets/product_images/400x500/1688370863lakshadiguggul1.png,https://www.patanjaliayurved.net/assets/product_images/400x300/1688370863lakshadiguggul2.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/lakshadiguggul3_1688370863.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/lakshadiguggul4_1688370863.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/lakshadiguggul5_1688370863.png"
https://www.patanjaliayurved.net/product/ayurvedic-medicine/guggul/divya-yograj-guggul/219,"ayurvedic-medicine,guggul",Divya Yograj Guggul,Divya Yograj Guggul                             20 g,Divya Yograj Guggul,"<b>Product Information</b>
Yograj guggul is widely used in the ayurvedic treatment for various types of arthritis, it increases digestion power, complexion, strength and immunity. It is mainly helpful in vata imbalance diseases affecting bone, joints and bone marrow. Number of Tablets- 40 (500mg)
<b>Benefits </b>
Useful in osteoarthritis and other joints pain. 
<b>Ingredients </b>
Chitrak Mool Pippla Mool Ajwain Kala Jeera Via Vidang Ajmod Safed Jeera Devdaru Chabya Chhoti Elaichi Saindha Namak Rasna Gokhru Dhania Chhoti Pippal Dalchini Khas Yavkshar Tejpatra Pure Ghee Shuddh Guggul 
<b>How to use </b>
As directed by the physician. 
<b>Other Product Info </b>
Best before 5 years from manufacturing date.","20 g, 40 g","https://www.patanjaliayurved.net/assets/product_images/400x500/1688368288YograjGuggul40Tab1.png,https://www.patanjaliayurved.net/assets/product_images/400x300/1688368288YograjGuggul40Tab3.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/YograjGuggul40Tab2_1688368288.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/YograjGuggul40Tab4_1688368288.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/YograjGuggul40Tab5_1688368288.png,https://www.patanjaliayurved.net/assets/product_images/additional_images/YograjGuggul40Tab6_1688368288.png"
